threshold, tp, fp, fn
1, 1, 0, 7
2, 1, 1, 7
3, 1, 2, 7
4, 1, 2, 7
5, 1, 2, 7
6, 1, 2, 7
7, 2, 2, 6
8, 3, 2, 5
9, 4, 2, 4
10, 5, 2, 3
15, 7, 2, 1
20, 7, 2, 1
25, 7, 2, 1
30, 7, 3, 1
35, 7, 4, 1
40, 7, 7, 1
45, 7, 12, 1
50, 7, 17, 1
55, 7, 22, 1
60, 7, 27, 1
65, 7, 32, 1
70, 7, 37, 1
75, 7, 42, 1
80, 7, 47, 1
85, 7, 52, 1
90, 7, 57, 1
95, 7, 62, 1
