threshold, tp, fp, fn
1, 1, 0, 7
2, 2, 0, 6
3, 3, 0, 5
4, 4, 0, 4
5, 5, 0, 3
6, 6, 0, 2
7, 7, 0, 1
8, 7, 1, 1
9, 7, 2, 1
10, 7, 3, 1
15, 7, 8, 1
20, 7, 13, 1
25, 7, 18, 1
30, 7, 23, 1
35, 7, 28, 1
40, 7, 33, 1
45, 7, 38, 1
50, 7, 43, 1
55, 7, 48, 1
60, 7, 53, 1
65, 7, 58, 1
70, 7, 63, 1
75, 7, 68, 1
80, 7, 73, 1
85, 7, 78, 1
90, 7, 83, 1
95, 7, 88, 1
