threshold, tp, fp, fn
10, 7, 2, 1
20, 8, 2, 0
30, 8, 3, 0
40, 8, 4, 0
50, 8, 5, 0
60, 8, 7, 0
70, 8, 8, 0
80, 8, 8, 0
90, 8, 8, 0
100, 8, 8, 0
110, 8, 8, 0
120, 8, 8, 0
130, 8, 35, 0
140, 8, 79, 0
150, 8, 112, 0
160, 8, 148, 0
170, 8, 190, 0
180, 8, 238, 0
190, 8, 269, 0
200, 8, 305, 0
240, 8, 471, 0
280, 8, 576, 0
320, 8, 672, 0
360, 8, 764, 0
400, 8, 1435, 0
440, 8, 2316, 0
480, 8, 3165, 0
