threshold, tp, fp, fn
10, 5, 3, 3
20, 7, 3, 1
30, 7, 6, 1
40, 7, 6, 1
50, 7, 6, 1
60, 7, 6, 1
70, 7, 6, 1
80, 7, 6, 1
90, 7, 6, 1
100, 7, 6, 1
110, 7, 7, 1
120, 7, 7, 1
130, 7, 23, 1
140, 7, 61, 1
150, 7, 94, 1
160, 7, 121, 1
170, 7, 143, 1
180, 7, 174, 1
190, 7, 203, 1
200, 7, 230, 1
240, 7, 337, 1
280, 7, 454, 1
320, 7, 564, 1
360, 7, 707, 1
400, 7, 862, 1
440, 7, 1053, 1
480, 7, 1235, 1
