threshold, tp, fp, fn
10, 8, 1, 0
20, 8, 1, 0
30, 8, 3, 0
40, 8, 3, 0
50, 8, 3, 0
60, 8, 4, 0
70, 8, 4, 0
80, 8, 4, 0
90, 8, 4, 0
100, 8, 4, 0
110, 8, 4, 0
120, 8, 4, 0
130, 8, 24, 0
140, 8, 49, 0
150, 8, 77, 0
160, 8, 107, 0
170, 8, 135, 0
180, 8, 166, 0
190, 8, 196, 0
200, 8, 218, 0
240, 8, 331, 0
280, 8, 444, 0
320, 8, 573, 0
360, 8, 712, 0
400, 8, 819, 0
440, 8, 940, 0
480, 8, 1070, 0
