threshold, tp, fp, fn
10, 6, 0, 2
20, 7, 0, 1
30, 7, 2, 1
40, 7, 3, 1
50, 7, 3, 1
60, 7, 3, 1
70, 7, 3, 1
80, 7, 3, 1
90, 7, 3, 1
100, 7, 3, 1
110, 7, 3, 1
120, 7, 3, 1
130, 7, 29, 1
140, 7, 53, 1
150, 7, 82, 1
160, 7, 110, 1
170, 7, 131, 1
180, 7, 163, 1
190, 7, 180, 1
200, 7, 207, 1
240, 7, 343, 1
280, 7, 485, 1
320, 7, 588, 1
360, 7, 718, 1
400, 7, 835, 1
440, 7, 994, 1
480, 7, 1143, 1
