threshold, tp, fp, fn
10, 6, 1, 2
20, 8, 1, 0
30, 8, 1, 0
40, 8, 1, 0
50, 8, 2, 0
60, 8, 2, 0
70, 8, 2, 0
80, 8, 2, 0
90, 8, 2, 0
100, 8, 2, 0
110, 8, 2, 0
120, 8, 2, 0
130, 8, 29, 0
140, 8, 65, 0
150, 8, 86, 0
160, 8, 129, 0
170, 8, 164, 0
180, 8, 190, 0
190, 8, 211, 0
200, 8, 240, 0
240, 8, 335, 0
280, 8, 422, 0
320, 8, 493, 0
360, 8, 592, 0
400, 8, 682, 0
440, 8, 809, 0
480, 8, 913, 0
