threshold, tp, fp, fn
10, 5, 1, 3
20, 7, 1, 1
30, 8, 1, 0
40, 8, 2, 0
50, 8, 2, 0
60, 8, 3, 0
70, 8, 3, 0
80, 8, 3, 0
90, 8, 3, 0
100, 8, 3, 0
110, 8, 3, 0
120, 8, 3, 0
130, 8, 21, 0
140, 8, 59, 0
150, 8, 115, 0
160, 8, 169, 0
170, 8, 203, 0
180, 8, 244, 0
190, 8, 286, 0
200, 8, 316, 0
240, 8, 474, 0
280, 8, 618, 0
320, 8, 767, 0
360, 8, 921, 0
400, 8, 1071, 0
440, 8, 1242, 0
480, 8, 1327, 0
