threshold, tp, fp, fn
10, 4, 1, 4
20, 7, 1, 1
30, 8, 1, 0
40, 8, 1, 0
50, 8, 2, 0
60, 8, 2, 0
70, 8, 2, 0
80, 8, 2, 0
90, 8, 2, 0
100, 8, 2, 0
110, 8, 2, 0
120, 8, 3, 0
130, 8, 23, 0
140, 8, 49, 0
150, 8, 87, 0
160, 8, 113, 0
170, 8, 143, 0
180, 8, 174, 0
190, 8, 191, 0
200, 8, 214, 0
240, 8, 300, 0
280, 8, 390, 0
320, 8, 581, 0
360, 8, 770, 0
400, 8, 947, 0
440, 8, 1118, 0
480, 8, 1317, 0
