threshold, tp, fp, fn
1, 1, 0, 7
2, 2, 0, 6
3, 3, 0, 5
4, 4, 0, 4
5, 5, 0, 3
6, 6, 0, 2
7, 6, 1, 2
8, 6, 2, 2
9, 6, 3, 2
10, 6, 4, 2
15, 6, 9, 2
20, 6, 14, 2
25, 6, 19, 2
30, 6, 24, 2
35, 6, 29, 2
40, 6, 34, 2
45, 6, 39, 2
50, 6, 44, 2
55, 6, 49, 2
60, 6, 54, 2
65, 6, 59, 2
70, 6, 64, 2
75, 6, 69, 2
80, 6, 74, 2
85, 6, 79, 2
90, 6, 84, 2
95, 6, 89, 2
