threshold, tp, fp, fn
10, 8, 0, 0
20, 8, 1, 0
30, 8, 1, 0
40, 8, 1, 0
50, 8, 2, 0
60, 8, 2, 0
70, 8, 2, 0
80, 8, 2, 0
90, 8, 2, 0
100, 8, 2, 0
110, 8, 2, 0
120, 8, 4, 0
130, 8, 30, 0
140, 8, 62, 0
150, 8, 90, 0
160, 8, 118, 0
170, 8, 146, 0
180, 8, 167, 0
190, 8, 213, 0
200, 8, 260, 0
240, 8, 419, 0
280, 8, 567, 0
320, 8, 691, 0
360, 8, 830, 0
400, 8, 929, 0
440, 8, 1015, 0
480, 8, 1105, 0
