threshold, tp, fp, fn
10, 7, 3, 1
20, 8, 3, 0
30, 8, 3, 0
40, 8, 3, 0
50, 8, 3, 0
60, 8, 3, 0
70, 8, 4, 0
80, 8, 4, 0
90, 8, 4, 0
100, 8, 4, 0
110, 8, 4, 0
120, 8, 4, 0
130, 8, 24, 0
140, 8, 65, 0
150, 8, 91, 0
160, 8, 117, 0
170, 8, 157, 0
180, 8, 182, 0
190, 8, 210, 0
200, 8, 248, 0
240, 8, 372, 0
280, 8, 472, 0
320, 8, 552, 0
360, 8, 640, 0
400, 8, 714, 0
440, 8, 808, 0
480, 8, 922, 0
