threshold, tp, fp, fn
1, 0, 1, 8
2, 1, 1, 7
3, 1, 2, 7
4, 2, 2, 6
5, 3, 2, 5
6, 4, 2, 4
7, 5, 2, 3
8, 6, 2, 2
9, 7, 2, 1
10, 8, 2, 0
15, 8, 6, 0
20, 8, 7, 0
25, 8, 9, 0
30, 8, 14, 0
35, 8, 19, 0
40, 8, 24, 0
45, 8, 29, 0
50, 8, 34, 0
55, 8, 39, 0
60, 8, 44, 0
65, 8, 49, 0
70, 8, 54, 0
75, 8, 59, 0
80, 8, 64, 0
85, 8, 69, 0
90, 8, 74, 0
95, 8, 79, 0
