threshold, tp, fp, fn
10, 8, 0, 0
20, 8, 0, 0
30, 8, 0, 0
40, 8, 1, 0
50, 8, 2, 0
60, 8, 3, 0
70, 8, 3, 0
80, 8, 3, 0
90, 8, 3, 0
100, 8, 3, 0
110, 8, 4, 0
120, 8, 11, 0
130, 8, 29, 0
140, 8, 62, 0
150, 8, 93, 0
160, 8, 137, 0
170, 8, 165, 0
180, 8, 180, 0
190, 8, 221, 0
200, 8, 249, 0
240, 8, 369, 0
280, 8, 451, 0
320, 8, 533, 0
360, 8, 678, 0
400, 8, 861, 0
440, 8, 1042, 0
480, 8, 1215, 0
