threshold, tp, fp, fn
10, 7, 1, 1
20, 8, 2, 0
30, 8, 2, 0
40, 8, 3, 0
50, 8, 3, 0
60, 8, 3, 0
70, 8, 3, 0
80, 8, 3, 0
90, 8, 3, 0
100, 8, 3, 0
110, 8, 3, 0
120, 8, 6, 0
130, 8, 31, 0
140, 8, 74, 0
150, 8, 108, 0
160, 8, 141, 0
170, 8, 175, 0
180, 8, 216, 0
190, 8, 249, 0
200, 8, 280, 0
240, 8, 440, 0
280, 8, 595, 0
320, 8, 754, 0
360, 8, 893, 0
400, 8, 1048, 0
440, 8, 1204, 0
480, 8, 1353, 0
