threshold, tp, fp, fn
10, 6, 0, 2
20, 7, 0, 1
30, 7, 0, 1
40, 7, 0, 1
50, 7, 0, 1
60, 7, 0, 1
70, 7, 0, 1
80, 7, 0, 1
90, 7, 0, 1
100, 7, 0, 1
110, 7, 0, 1
120, 7, 12, 1
130, 7, 53, 1
140, 7, 90, 1
150, 7, 129, 1
160, 7, 163, 1
170, 7, 205, 1
180, 7, 240, 1
190, 7, 278, 1
200, 7, 314, 1
240, 7, 460, 1
280, 7, 591, 1
320, 7, 699, 1
360, 7, 830, 1
400, 7, 929, 1
440, 7, 1043, 1
480, 7, 1147, 1
