threshold, tp, fp, fn
1, 1, 0, 46
2, 2, 0, 45
3, 3, 0, 44
4, 4, 0, 43
5, 5, 0, 42
6, 6, 0, 41
7, 7, 0, 40
8, 8, 0, 39
9, 9, 0, 38
10, 10, 0, 37
15, 12, 3, 35
20, 13, 7, 34
25, 13, 12, 34
30, 13, 17, 34
35, 13, 22, 34
40, 13, 27, 34
45, 13, 32, 34
50, 13, 37, 34
55, 13, 42, 34
60, 13, 47, 34
65, 13, 52, 34
70, 13, 57, 34
75, 13, 62, 34
80, 13, 67, 34
85, 13, 72, 34
90, 13, 77, 34
95, 13, 82, 34
