threshold, tp, fp, fn, numKnownPeers
10, 11, 2, 11
20, 11, 3, 11
30, 12, 3, 10
40, 14, 4, 8
50, 15, 5, 7
60, 17, 6, 5
70, 17, 6, 5
80, 17, 6, 5
90, 17, 6, 5
100, 17, 8, 5
110, 17, 9, 5
120, 19, 14, 3
130, 19, 62, 3
140, 19, 111, 3
150, 19, 178, 3
160, 19, 236, 3
170, 19, 299, 3
180, 19, 336, 3
190, 19, 389, 3
200, 19, 421, 3
240, 19, 600, 3
280, 19, 689, 3
320, 19, 692, 3
360, 19, 699, 3
400, 19, 876, 3
440, 19, 1350, 3
480, 19, 1828, 3
