threshold, tp, fp, fn
1, 1, 0, 17
2, 2, 0, 16
3, 3, 0, 15
4, 3, 1, 15
5, 4, 1, 14
6, 5, 1, 13
7, 6, 1, 12
8, 6, 2, 12
9, 6, 3, 12
10, 6, 4, 12
15, 7, 8, 11
20, 7, 13, 11
25, 7, 18, 11
30, 7, 23, 11
35, 7, 28, 11
40, 8, 32, 10
45, 9, 36, 9
50, 9, 41, 9
55, 9, 46, 9
60, 9, 51, 9
65, 10, 55, 8
70, 10, 60, 8
75, 10, 65, 8
80, 10, 70, 8
85, 10, 75, 8
90, 10, 80, 8
95, 10, 85, 8
