threshold, tp, fp, fn
1, 1, 0, 36
2, 2, 0, 35
3, 3, 0, 34
4, 4, 0, 33
5, 5, 0, 32
6, 6, 0, 31
7, 7, 0, 30
8, 7, 1, 30
9, 8, 1, 29
10, 9, 1, 28
15, 10, 2, 27
20, 11, 2, 26
25, 11, 2, 26
30, 11, 2, 26
35, 12, 2, 25
40, 12, 7, 25
45, 12, 12, 25
50, 12, 17, 25
55, 12, 22, 25
60, 12, 27, 25
65, 12, 32, 25
70, 12, 37, 25
75, 12, 42, 25
80, 12, 47, 25
85, 12, 52, 25
90, 12, 57, 25
95, 12, 62, 25
