threshold, tp, fp, fn
10, 4, 2, 22
20, 8, 2, 18
30, 8, 2, 18
40, 8, 2, 18
50, 8, 2, 18
60, 8, 2, 18
70, 8, 2, 18
80, 8, 2, 18
90, 8, 2, 18
100, 8, 2, 18
110, 9, 2, 17
120, 9, 8, 17
130, 9, 68, 17
140, 10, 138, 16
150, 10, 214, 16
160, 12, 291, 14
170, 12, 384, 14
180, 12, 467, 14
190, 13, 545, 13
200, 13, 622, 13
240, 13, 933, 13
280, 14, 1292, 12
320, 14, 1682, 12
360, 14, 2134, 12
400, 14, 2549, 12
440, 16, 2920, 10
480, 16, 3249, 10
