threshold, tp, fp, fn
10, 4, 0, 23
20, 8, 0, 19
30, 8, 0, 19
40, 8, 1, 19
50, 8, 1, 19
60, 9, 2, 18
70, 9, 3, 18
80, 9, 3, 18
90, 9, 3, 18
100, 9, 3, 18
110, 9, 3, 18
120, 9, 6, 18
130, 10, 92, 17
140, 10, 221, 17
150, 10, 328, 17
160, 12, 425, 15
170, 12, 536, 15
180, 12, 641, 15
190, 13, 735, 14
200, 13, 849, 14
240, 13, 1240, 14
280, 15, 1617, 12
320, 15, 1928, 12
360, 17, 2274, 10
400, 17, 2560, 10
440, 17, 2737, 10
480, 17, 2944, 10
