threshold, tp, fp, fn
10, 5, 0, 52
20, 10, 0, 47
30, 10, 1, 47
40, 10, 1, 47
50, 11, 2, 46
60, 11, 2, 46
70, 11, 2, 46
80, 11, 2, 46
90, 12, 2, 45
100, 14, 3, 43
110, 14, 4, 43
120, 16, 18, 41
130, 16, 216, 41
140, 17, 380, 40
150, 18, 540, 39
160, 19, 704, 38
170, 19, 855, 38
180, 19, 1000, 38
190, 19, 1162, 38
200, 20, 1310, 37
240, 21, 1888, 36
280, 24, 2400, 33
320, 24, 2893, 33
360, 25, 3418, 32
400, 27, 3961, 30
440, 27, 4416, 30
480, 27, 4871, 30
