threshold, tp, fp, fn
10, 5, 1, 50
20, 8, 2, 47
30, 9, 3, 46
40, 9, 3, 46
50, 10, 3, 45
60, 10, 3, 45
70, 11, 3, 44
80, 12, 3, 43
90, 12, 3, 43
100, 12, 3, 43
110, 12, 4, 43
120, 12, 109, 43
130, 12, 327, 43
140, 14, 581, 41
150, 15, 804, 40
160, 16, 991, 39
170, 16, 1202, 39
180, 16, 1387, 39
190, 16, 1584, 39
200, 16, 1822, 39
240, 17, 2673, 38
280, 18, 3436, 37
320, 18, 4175, 37
360, 21, 4906, 34
400, 23, 5549, 32
440, 24, 6109, 31
480, 26, 6616, 29
