threshold, tp, fp, fn
1, 1, 0, 42
2, 2, 0, 41
3, 2, 1, 41
4, 2, 2, 41
5, 3, 2, 40
6, 4, 2, 39
7, 5, 2, 38
8, 6, 2, 37
9, 7, 2, 36
10, 8, 2, 35
15, 10, 5, 33
20, 11, 9, 32
25, 11, 14, 32
30, 11, 19, 32
35, 11, 24, 32
40, 11, 29, 32
45, 11, 34, 32
50, 11, 39, 32
55, 11, 44, 32
60, 11, 49, 32
65, 11, 54, 32
70, 11, 59, 32
75, 11, 64, 32
80, 11, 69, 32
85, 11, 74, 32
90, 11, 79, 32
95, 11, 84, 32
