threshold, tp, fp, fn
10, 6, 2, 45
20, 8, 2, 43
30, 10, 2, 41
40, 11, 2, 40
50, 11, 3, 40
60, 13, 3, 38
70, 13, 3, 38
80, 13, 3, 38
90, 13, 4, 38
100, 13, 4, 38
110, 14, 4, 37
120, 14, 5, 37
130, 15, 115, 36
140, 15, 227, 36
150, 15, 315, 36
160, 16, 464, 35
170, 16, 595, 35
180, 16, 705, 35
190, 16, 855, 35
200, 16, 969, 35
240, 17, 1469, 34
280, 20, 1995, 31
320, 21, 2635, 30
360, 23, 3271, 28
400, 25, 3972, 26
440, 26, 4653, 25
480, 27, 5563, 24
