threshold, tp, fp, fn
1, 0, 1, 25
2, 1, 1, 24
3, 2, 1, 23
4, 3, 1, 22
5, 4, 1, 21
6, 5, 1, 20
7, 6, 1, 19
8, 7, 1, 18
9, 7, 2, 18
10, 7, 3, 18
15, 9, 6, 16
20, 9, 11, 16
25, 9, 16, 16
30, 9, 21, 16
35, 9, 26, 16
40, 9, 31, 16
45, 9, 36, 16
50, 9, 41, 16
55, 9, 46, 16
60, 9, 51, 16
65, 9, 56, 16
70, 9, 61, 16
75, 9, 66, 16
80, 9, 71, 16
85, 9, 76, 16
90, 9, 81, 16
95, 9, 86, 16
