threshold, tp, fp, fn
10, 8, 0, 11
20, 8, 0, 11
30, 8, 0, 11
40, 9, 0, 10
50, 10, 0, 9
60, 10, 0, 9
70, 10, 0, 9
80, 10, 0, 9
90, 10, 0, 9
100, 10, 0, 9
110, 10, 0, 9
120, 10, 21, 9
130, 10, 52, 9
140, 10, 80, 9
150, 11, 98, 8
160, 12, 119, 7
170, 12, 146, 7
180, 12, 176, 7
190, 12, 209, 7
200, 12, 235, 7
240, 13, 369, 6
280, 13, 480, 6
320, 13, 625, 6
360, 14, 732, 5
400, 14, 886, 5
440, 14, 1024, 5
480, 15, 1211, 4
