threshold, tp, fp, fn
1, 1, 0, 56
2, 2, 0, 55
3, 3, 0, 54
4, 4, 0, 53
5, 5, 0, 52
6, 6, 0, 51
7, 7, 0, 50
8, 8, 0, 49
9, 9, 0, 48
10, 10, 0, 47
15, 13, 2, 44
20, 15, 5, 42
25, 16, 9, 41
30, 16, 14, 41
35, 16, 19, 41
40, 16, 24, 41
45, 16, 29, 41
50, 16, 34, 41
55, 16, 39, 41
60, 16, 44, 41
65, 16, 49, 41
70, 16, 54, 41
75, 16, 59, 41
80, 16, 64, 41
85, 16, 69, 41
90, 16, 74, 41
95, 16, 79, 41
