threshold, tp, fp, fn
10, 4, 0, 47
20, 9, 0, 42
30, 9, 0, 42
40, 10, 1, 41
50, 10, 1, 41
60, 11, 1, 40
70, 12, 1, 39
80, 12, 1, 39
90, 12, 1, 39
100, 13, 1, 38
110, 14, 3, 37
120, 15, 17, 36
130, 15, 157, 36
140, 18, 340, 33
150, 18, 510, 33
160, 19, 674, 32
170, 19, 882, 32
180, 21, 1055, 30
190, 21, 1216, 30
200, 21, 1389, 30
240, 24, 2067, 27
280, 27, 2719, 24
320, 28, 3392, 23
360, 31, 4038, 20
400, 31, 4537, 20
440, 32, 4956, 19
480, 32, 5341, 19
