threshold, tp, fp, fn
10, 8, 0, 3
20, 8, 1, 3
30, 8, 4, 3
40, 8, 4, 3
50, 8, 4, 3
60, 8, 4, 3
70, 8, 4, 3
80, 8, 4, 3
90, 8, 4, 3
100, 8, 4, 3
110, 8, 4, 3
120, 8, 11, 3
130, 8, 38, 3
140, 8, 69, 3
150, 8, 93, 3
160, 8, 105, 3
170, 8, 105, 3
180, 8, 107, 3
190, 8, 111, 3
200, 8, 111, 3
240, 8, 114, 3
280, 8, 251, 3
320, 8, 821, 3
360, 8, 1370, 3
400, 8, 1862, 3
440, 8, 2380, 3
480, 8, 2837, 3
