threshold, tp, fp, fn
10, 4, 1, 23
20, 7, 1, 20
30, 7, 1, 20
40, 7, 1, 20
50, 7, 1, 20
60, 8, 1, 19
70, 8, 1, 19
80, 8, 1, 19
90, 8, 1, 19
100, 8, 1, 19
110, 8, 1, 19
120, 8, 48, 19
130, 8, 100, 19
140, 9, 168, 18
150, 9, 228, 18
160, 9, 291, 18
170, 10, 371, 17
180, 10, 442, 17
190, 10, 508, 17
200, 10, 579, 17
240, 11, 911, 16
280, 12, 1227, 15
320, 13, 1563, 14
360, 13, 1937, 14
400, 13, 2364, 14
440, 13, 2760, 14
480, 13, 3159, 14
