threshold, tp, fp, fn
1, 0, 1, 39
2, 0, 1, 39
3, 0, 1, 39
4, 0, 1, 39
5, 1, 1, 38
6, 1, 1, 38
7, 1, 1, 38
8, 1, 1, 38
9, 1, 1, 38
10, 1, 1, 38
15, 1, 1, 38
20, 1, 1, 38
25, 1, 2, 38
30, 1, 2, 38
35, 1, 2, 38
40, 1, 2, 38
45, 1, 2, 38
50, 1, 2, 38
55, 1, 2, 38
60, 1, 2, 38
65, 1, 2, 38
70, 1, 2, 38
75, 1, 2, 38
80, 2, 2, 37
85, 4, 2, 35
90, 4, 2, 35
95, 7, 2, 32
