threshold, tp, fp, fn
10, 5, 0, 42
20, 8, 1, 39
30, 8, 3, 39
40, 8, 3, 39
50, 9, 3, 38
60, 9, 3, 38
70, 9, 3, 38
80, 9, 3, 38
90, 9, 3, 38
100, 10, 3, 37
110, 10, 3, 37
120, 11, 25, 36
130, 11, 107, 36
140, 11, 209, 36
150, 11, 341, 36
160, 11, 429, 36
170, 12, 547, 35
180, 13, 663, 34
190, 13, 788, 34
200, 14, 899, 33
240, 18, 1369, 29
280, 18, 1885, 29
320, 18, 2428, 29
360, 20, 3019, 27
400, 25, 3603, 22
440, 27, 4122, 20
480, 27, 4677, 20
