threshold, tp, fp, fn
10, 5, 0, 43
20, 8, 0, 40
30, 8, 0, 40
40, 8, 0, 40
50, 8, 0, 40
60, 9, 0, 39
70, 9, 1, 39
80, 9, 1, 39
90, 9, 1, 39
100, 9, 1, 39
110, 9, 1, 39
120, 10, 1, 38
130, 10, 85, 38
140, 10, 202, 38
150, 10, 331, 38
160, 11, 434, 37
170, 11, 564, 37
180, 12, 679, 36
190, 13, 827, 35
200, 14, 961, 34
240, 17, 1384, 31
280, 17, 1834, 31
320, 17, 2285, 31
360, 18, 2812, 30
400, 19, 3294, 29
440, 21, 3736, 27
480, 22, 4172, 26
