threshold, tp, fp, fn, numKnownPeers
1, 1, 0, 21
2, 2, 0, 20
3, 3, 0, 19
4, 4, 0, 18
5, 5, 0, 17
6, 6, 0, 16
7, 7, 0, 15
8, 8, 0, 14
9, 8, 1, 14
10, 9, 1, 13
15, 13, 2, 9
20, 15, 5, 7
25, 16, 9, 6
30, 16, 14, 6
35, 16, 19, 6
40, 16, 24, 6
45, 16, 29, 6
50, 16, 34, 6
55, 16, 39, 6
60, 16, 44, 6
65, 16, 49, 6
70, 16, 54, 6
75, 16, 59, 6
80, 16, 64, 6
85, 16, 69, 6
90, 16, 74, 6
95, 16, 79, 6
