threshold, tp, fp, fn
10, 5, 2, 24
20, 8, 2, 21
30, 9, 2, 20
40, 10, 2, 19
50, 10, 2, 19
60, 12, 2, 17
70, 12, 2, 17
80, 12, 2, 17
90, 12, 2, 17
100, 12, 2, 17
110, 12, 2, 17
120, 12, 5, 17
130, 13, 101, 16
140, 14, 184, 15
150, 14, 273, 15
160, 14, 370, 15
170, 14, 462, 15
180, 14, 563, 15
190, 14, 665, 15
200, 14, 771, 15
240, 16, 1212, 13
280, 16, 1623, 13
320, 18, 2007, 11
360, 18, 2346, 11
400, 18, 2643, 11
440, 20, 2975, 9
480, 20, 3203, 9
