threshold, tp, fp, fn
10, 6, 2, 22
20, 9, 3, 19
30, 9, 3, 19
40, 9, 4, 19
50, 10, 4, 18
60, 10, 4, 18
70, 10, 4, 18
80, 10, 4, 18
90, 12, 4, 16
100, 12, 4, 16
110, 12, 4, 16
120, 12, 7, 16
130, 12, 50, 16
140, 12, 115, 16
150, 13, 177, 15
160, 13, 247, 15
170, 13, 301, 15
180, 14, 363, 14
190, 14, 426, 14
200, 14, 514, 14
240, 14, 802, 14
280, 14, 1054, 14
320, 14, 1318, 14
360, 16, 1556, 12
400, 16, 1767, 12
440, 16, 1989, 12
480, 16, 2206, 12
