threshold, tp, fp, fn, numKnownAddresses
1, 0, 1, 44, 13219
2, 1, 1, 43, 13219
3, 1, 2, 43, 13219
4, 2, 2, 42, 13219
5, 2, 2, 42, 13219
6, 3, 2, 41, 13219
7, 3, 2, 41, 13219
8, 3, 2, 41, 13219
9, 4, 2, 40, 13219
10, 5, 2, 39, 13219
15, 7, 2, 37, 13219
20, 9, 2, 35, 13219
25, 9, 2, 35, 13219
30, 9, 3, 35, 13219
35, 10, 4, 34, 13219
40, 10, 7, 34, 13219
45, 10, 12, 34, 13219
50, 10, 17, 34, 13219
55, 10, 22, 34, 13219
60, 10, 27, 34, 13219
65, 10, 32, 34, 13219
70, 10, 37, 34, 13219
75, 10, 42, 34, 13219
80, 10, 47, 34, 13219
85, 10, 52, 34, 13219
90, 10, 57, 34, 13219
95, 10, 62, 34, 13219
