threshold, tp, fp, fn
10, 2, 0, 19
20, 9, 0, 12
30, 9, 1, 12
40, 9, 1, 12
50, 10, 1, 11
60, 10, 1, 11
70, 10, 1, 11
80, 10, 1, 11
90, 10, 1, 11
100, 10, 1, 11
110, 11, 1, 10
120, 12, 1, 9
130, 12, 13, 9
140, 12, 41, 9
150, 12, 74, 9
160, 13, 106, 8
170, 13, 150, 8
180, 13, 169, 8
190, 13, 205, 8
200, 13, 242, 8
240, 14, 336, 7
280, 14, 455, 7
320, 15, 577, 6
360, 15, 698, 6
400, 15, 830, 6
440, 16, 947, 5
480, 16, 1087, 5
