threshold, tp, fp, fn, numKnownPeers
10, 6, 0, 16
20, 7, 0, 15
30, 7, 0, 15
40, 8, 0, 14
50, 8, 1, 14
60, 8, 1, 14
70, 8, 1, 14
80, 8, 1, 14
90, 8, 1, 14
100, 8, 1, 14
110, 9, 1, 13
120, 10, 2, 12
130, 11, 26, 11
140, 11, 49, 11
150, 11, 85, 11
160, 12, 117, 10
170, 13, 161, 9
180, 13, 197, 9
190, 13, 239, 9
200, 13, 273, 9
240, 13, 411, 9
280, 13, 549, 9
320, 13, 701, 9
360, 13, 888, 9
400, 13, 1039, 9
440, 13, 1195, 9
480, 15, 1357, 7
