threshold, tp, fp, fn
1, 1, 0, 51
2, 2, 0, 50
3, 3, 0, 49
4, 3, 1, 49
5, 4, 1, 48
6, 5, 1, 47
7, 6, 1, 46
8, 7, 1, 45
9, 8, 1, 44
10, 9, 1, 43
15, 11, 4, 41
20, 12, 8, 40
25, 12, 13, 40
30, 12, 18, 40
35, 12, 23, 40
40, 12, 28, 40
45, 12, 33, 40
50, 12, 38, 40
55, 12, 43, 40
60, 12, 48, 40
65, 12, 53, 40
70, 12, 58, 40
75, 12, 63, 40
80, 12, 68, 40
85, 12, 73, 40
90, 12, 78, 40
95, 12, 83, 40
