threshold, tp, fp, fn, numKnownPeers
1, 0, 1, 10
2, 0, 2, 10
3, 1, 2, 9
4, 2, 2, 8
5, 2, 3, 8
6, 3, 3, 7
7, 4, 3, 6
8, 4, 4, 6
9, 5, 4, 5
10, 6, 4, 4
15, 8, 7, 2
20, 8, 12, 2
25, 8, 17, 2
30, 8, 22, 2
35, 8, 27, 2
40, 8, 32, 2
45, 8, 37, 2
50, 8, 42, 2
55, 8, 47, 2
60, 8, 52, 2
65, 8, 57, 2
70, 8, 62, 2
75, 8, 67, 2
80, 8, 72, 2
85, 8, 77, 2
90, 8, 82, 2
95, 8, 87, 2
