threshold, tp, fp, fn
10, 9, 3, 41
20, 11, 3, 39
30, 11, 3, 39
40, 12, 3, 38
50, 14, 4, 36
60, 14, 4, 36
70, 14, 4, 36
80, 14, 4, 36
90, 14, 4, 36
100, 15, 4, 35
110, 17, 5, 33
120, 18, 8, 32
130, 18, 160, 32
140, 20, 324, 30
150, 21, 490, 29
160, 21, 640, 29
170, 22, 805, 28
180, 22, 961, 28
190, 23, 1173, 27
200, 24, 1361, 26
240, 26, 1991, 24
280, 27, 2505, 23
320, 28, 2959, 22
360, 29, 3353, 21
400, 30, 3645, 20
440, 30, 3886, 20
480, 31, 4140, 19
