threshold, tp, fp, fn, numKnownAddresses
10, 5, 2, 38, 13280
20, 7, 2, 36, 13280
30, 7, 2, 36, 13280
40, 7, 2, 36, 13280
50, 7, 2, 36, 13280
60, 7, 2, 36, 13280
70, 7, 2, 36, 13280
80, 7, 2, 36, 13280
90, 7, 3, 36, 13280
100, 7, 3, 36, 13280
110, 7, 3, 36, 13280
120, 7, 41, 36, 13280
130, 8, 140, 35, 13280
140, 8, 273, 35, 13280
150, 8, 382, 35, 13280
160, 8, 516, 35, 13280
170, 8, 629, 35, 13280
180, 8, 755, 35, 13280
190, 9, 851, 34, 13280
200, 10, 955, 33, 13280
240, 11, 1380, 32, 13280
280, 11, 1860, 32, 13280
320, 11, 2385, 32, 13280
360, 11, 2866, 32, 13280
400, 13, 3348, 30, 13280
440, 14, 3768, 29, 13280
480, 14, 4159, 29, 13280
