threshold, tp, fp, fn
10, 10, 0, 18
20, 11, 0, 17
30, 13, 0, 15
40, 13, 1, 15
50, 13, 2, 15
60, 14, 3, 14
70, 14, 3, 14
80, 14, 4, 14
90, 14, 4, 14
100, 15, 4, 13
110, 15, 4, 13
120, 17, 53, 11
130, 17, 153, 11
140, 18, 231, 10
150, 19, 323, 9
160, 19, 401, 9
170, 19, 482, 9
180, 19, 556, 9
190, 19, 640, 9
200, 19, 723, 9
240, 21, 1076, 7
280, 21, 1332, 7
320, 21, 1524, 7
360, 21, 1727, 7
400, 21, 1886, 7
440, 21, 2019, 7
480, 21, 2184, 7
