threshold, tp, fp, fn
10, 5, 2, 45
20, 10, 2, 40
30, 10, 2, 40
40, 11, 3, 39
50, 12, 5, 38
60, 13, 5, 37
70, 14, 6, 36
80, 14, 8, 36
90, 14, 8, 36
100, 15, 8, 35
110, 17, 9, 33
120, 17, 10, 33
130, 17, 148, 33
140, 18, 335, 32
150, 18, 512, 32
160, 18, 683, 32
170, 20, 847, 30
180, 20, 1017, 30
190, 21, 1179, 29
200, 22, 1351, 28
240, 24, 1990, 26
280, 26, 2724, 24
320, 28, 3309, 22
360, 28, 3757, 22
400, 29, 4200, 21
440, 30, 4517, 20
480, 31, 4768, 19
