threshold, tp, fp, fn, numKnownAddresses
1, 1, 0, 41, 13333
2, 2, 0, 40, 13333
3, 3, 0, 39, 13333
4, 4, 0, 38, 13333
5, 5, 0, 37, 13333
6, 6, 0, 36, 13333
7, 7, 0, 35, 13333
8, 8, 0, 34, 13333
9, 8, 1, 34, 13333
10, 8, 2, 34, 13333
15, 8, 3, 34, 13333
20, 8, 3, 34, 13333
25, 8, 5, 34, 13333
30, 8, 10, 34, 13333
35, 8, 15, 34, 13333
40, 8, 20, 34, 13333
45, 9, 24, 33, 13333
50, 9, 29, 33, 13333
55, 9, 34, 33, 13333
60, 9, 39, 33, 13333
65, 9, 44, 33, 13333
70, 9, 49, 33, 13333
75, 9, 54, 33, 13333
80, 9, 59, 33, 13333
85, 9, 64, 33, 13333
90, 9, 69, 33, 13333
95, 9, 74, 33, 13333
