threshold, tp, fp, fn
1, 1, 0, 21
2, 2, 0, 20
3, 3, 0, 19
4, 3, 1, 19
5, 3, 2, 19
6, 4, 2, 18
7, 4, 3, 18
8, 5, 3, 17
9, 6, 3, 16
10, 7, 3, 15
15, 10, 5, 12
20, 12, 8, 10
25, 13, 12, 9
30, 13, 17, 9
35, 13, 22, 9
40, 13, 27, 9
45, 13, 32, 9
50, 13, 37, 9
55, 13, 42, 9
60, 13, 47, 9
65, 13, 52, 9
70, 13, 57, 9
75, 13, 62, 9
80, 13, 67, 9
85, 13, 72, 9
90, 13, 77, 9
95, 13, 82, 9
