threshold, tp, fp, fn
10, 3, 0, 39
20, 9, 0, 33
30, 10, 1, 32
40, 11, 2, 31
50, 11, 2, 31
60, 11, 3, 31
70, 11, 3, 31
80, 11, 3, 31
90, 12, 3, 30
100, 13, 3, 29
110, 13, 4, 29
120, 13, 4, 29
130, 14, 100, 28
140, 15, 205, 27
150, 16, 315, 26
160, 16, 443, 26
170, 16, 519, 26
180, 16, 602, 26
190, 16, 708, 26
200, 16, 806, 26
240, 16, 1142, 26
280, 16, 1444, 26
320, 18, 1701, 24
360, 19, 1978, 23
400, 19, 2310, 23
440, 19, 2628, 23
480, 19, 2982, 23
