threshold, tp, fp, fn
10, 4, 0, 23
20, 8, 0, 19
30, 8, 0, 19
40, 8, 0, 19
50, 8, 1, 19
60, 8, 1, 19
70, 8, 1, 19
80, 8, 1, 19
90, 8, 1, 19
100, 8, 1, 19
110, 8, 1, 19
120, 8, 1, 19
130, 8, 40, 19
140, 8, 93, 19
150, 8, 171, 19
160, 8, 238, 19
170, 9, 298, 18
180, 9, 357, 18
190, 9, 433, 18
200, 11, 503, 16
240, 13, 732, 14
280, 13, 952, 14
320, 14, 1166, 13
360, 14, 1393, 13
400, 14, 1587, 13
440, 16, 1843, 11
480, 16, 2042, 11
