threshold, tp, fp, fn
10, 5, 2, 42
20, 8, 3, 39
30, 8, 4, 39
40, 11, 4, 36
50, 12, 4, 35
60, 13, 6, 34
70, 14, 6, 33
80, 14, 6, 33
90, 15, 6, 32
100, 16, 6, 31
110, 16, 7, 31
120, 17, 13, 30
130, 17, 206, 30
140, 19, 390, 28
150, 20, 568, 27
160, 20, 739, 27
170, 21, 884, 26
180, 21, 1000, 26
190, 22, 1171, 25
200, 22, 1295, 25
240, 25, 1761, 22
280, 25, 2220, 22
320, 26, 2544, 21
360, 27, 2803, 20
400, 28, 3048, 19
440, 29, 3337, 18
480, 30, 3634, 17
