threshold, tp, fp, fn
10, 2, 2, 50
20, 6, 2, 46
30, 6, 3, 46
40, 6, 4, 46
50, 6, 5, 46
60, 7, 5, 45
70, 7, 5, 45
80, 7, 5, 45
90, 7, 5, 45
100, 7, 6, 45
110, 7, 6, 45
120, 7, 8, 45
130, 8, 167, 44
140, 8, 371, 44
150, 9, 707, 43
160, 9, 899, 43
170, 10, 1083, 42
180, 11, 1252, 41
190, 11, 1437, 41
200, 11, 1645, 41
240, 13, 2495, 39
280, 14, 3306, 38
320, 14, 4140, 38
360, 14, 4883, 38
400, 15, 5565, 37
440, 19, 6207, 33
480, 20, 6792, 32
