threshold, tp, fp, fn
1, 0, 1, 25
2, 1, 1, 24
3, 1, 2, 24
4, 2, 2, 23
5, 3, 2, 22
6, 4, 2, 21
7, 5, 2, 20
8, 6, 2, 19
9, 7, 2, 18
10, 8, 2, 17
15, 8, 7, 17
20, 10, 10, 15
25, 10, 15, 15
30, 10, 20, 15
35, 10, 25, 15
40, 10, 30, 15
45, 10, 35, 15
50, 10, 40, 15
55, 10, 45, 15
60, 11, 49, 14
65, 11, 54, 14
70, 11, 59, 14
75, 11, 64, 14
80, 11, 69, 14
85, 12, 73, 13
90, 12, 78, 13
95, 12, 83, 13
