threshold, tp, fp, fn
10, 3, 0, 47
20, 7, 2, 43
30, 7, 2, 43
40, 7, 2, 43
50, 7, 3, 43
60, 8, 5, 42
70, 8, 5, 42
80, 8, 5, 42
90, 10, 5, 40
100, 11, 5, 39
110, 11, 5, 39
120, 12, 17, 38
130, 13, 153, 37
140, 14, 282, 36
150, 14, 386, 36
160, 14, 512, 36
170, 15, 662, 35
180, 15, 783, 35
190, 15, 901, 35
200, 15, 1027, 35
240, 16, 1485, 34
280, 16, 1984, 34
320, 18, 2473, 32
360, 20, 3027, 30
400, 22, 3659, 28
440, 25, 4300, 25
480, 25, 4974, 25
