threshold, tp, fp, fn
10, 6, 1, 44
20, 9, 1, 41
30, 9, 1, 41
40, 10, 2, 40
50, 10, 2, 40
60, 10, 2, 40
70, 10, 2, 40
80, 10, 2, 40
90, 10, 2, 40
100, 10, 2, 40
110, 10, 2, 40
120, 11, 18, 39
130, 11, 159, 39
140, 12, 302, 38
150, 13, 476, 37
160, 14, 593, 36
170, 14, 734, 36
180, 14, 858, 36
190, 14, 970, 36
200, 14, 1086, 36
240, 15, 1565, 35
280, 17, 2042, 33
320, 18, 2484, 32
360, 18, 2938, 32
400, 18, 3424, 32
440, 19, 3897, 31
480, 22, 4377, 28
