threshold, tp, fp, fn, numKnownPeers
1, 0, 1, 14
2, 1, 1, 13
3, 1, 2, 13
4, 2, 2, 12
5, 3, 2, 11
6, 3, 3, 11
7, 4, 3, 10
8, 5, 3, 9
9, 6, 3, 8
10, 7, 3, 7
15, 11, 4, 3
20, 11, 9, 3
25, 11, 14, 3
30, 11, 19, 3
35, 11, 24, 3
40, 11, 29, 3
45, 11, 34, 3
50, 11, 39, 3
55, 11, 44, 3
60, 11, 49, 3
65, 11, 54, 3
70, 11, 59, 3
75, 11, 63, 3
80, 11, 68, 3
85, 11, 73, 3
90, 11, 78, 3
95, 11, 83, 3
