threshold, tp, fp, fn
10, 5, 5, 48
20, 8, 5, 45
30, 9, 5, 44
40, 11, 6, 42
50, 11, 7, 42
60, 12, 8, 41
70, 12, 8, 41
80, 13, 8, 40
90, 13, 8, 40
100, 13, 9, 40
110, 13, 9, 40
120, 13, 9, 40
130, 13, 149, 40
140, 14, 305, 39
150, 16, 457, 37
160, 16, 624, 37
170, 16, 762, 37
180, 16, 887, 37
190, 19, 1030, 34
200, 19, 1160, 34
240, 19, 1639, 34
280, 19, 2162, 34
320, 21, 2709, 32
360, 22, 3217, 31
400, 22, 3685, 31
440, 22, 4140, 31
480, 22, 4517, 31
