threshold, tp, fp, fn
10, 5, 0, 24
20, 8, 0, 21
30, 8, 0, 21
40, 9, 0, 20
50, 9, 0, 20
60, 9, 0, 20
70, 9, 0, 20
80, 9, 0, 20
90, 10, 0, 19
100, 11, 0, 18
110, 11, 0, 18
120, 14, 25, 15
130, 14, 94, 15
140, 15, 173, 14
150, 15, 253, 14
160, 15, 336, 14
170, 15, 412, 14
180, 15, 498, 14
190, 16, 603, 13
200, 16, 682, 13
240, 16, 1059, 13
280, 16, 1498, 13
320, 16, 1899, 13
360, 16, 2295, 13
400, 18, 2664, 11
440, 18, 2965, 11
480, 19, 3284, 10
