threshold, tp, fp, fn, numKnownPeers
10, 5, 3, 9
20, 11, 5, 3
30, 11, 5, 3
40, 11, 5, 3
50, 11, 5, 3
60, 11, 5, 3
70, 11, 5, 3
80, 11, 5, 3
90, 11, 5, 3
100, 11, 5, 3
110, 11, 5, 3
120, 11, 5, 3
130, 11, 29, 3
140, 11, 72, 3
150, 11, 81, 3
160, 11, 85, 3
170, 11, 86, 3
180, 11, 87, 3
190, 11, 87, 3
200, 11, 88, 3
240, 11, 94, 3
280, 11, 320, 3
320, 11, 806, 3
360, 11, 1279, 3
400, 11, 1742, 3
440, 11, 2223, 3
480, 11, 2702, 3
