threshold, tp, fp, fn
10, 6, 1, 46
20, 10, 1, 42
30, 10, 1, 42
40, 10, 2, 42
50, 11, 2, 41
60, 11, 3, 41
70, 11, 4, 41
80, 11, 4, 41
90, 11, 4, 41
100, 12, 4, 40
110, 12, 4, 40
120, 12, 4, 40
130, 12, 95, 40
140, 12, 245, 40
150, 13, 427, 39
160, 14, 579, 38
170, 15, 732, 37
180, 16, 870, 36
190, 17, 989, 35
200, 19, 1149, 33
240, 20, 1710, 32
280, 20, 2173, 32
320, 21, 2678, 31
360, 23, 3111, 29
400, 23, 3540, 29
440, 23, 3965, 29
480, 24, 4464, 28
