threshold, tp, fp, fn
10, 5, 1, 15
20, 9, 1, 11
30, 9, 1, 11
40, 9, 1, 11
50, 10, 1, 10
60, 10, 1, 10
70, 10, 1, 10
80, 10, 1, 10
90, 10, 1, 10
100, 10, 1, 10
110, 10, 1, 10
120, 10, 1, 10
130, 10, 31, 10
140, 10, 64, 10
150, 10, 92, 10
160, 10, 122, 10
170, 11, 144, 9
180, 11, 184, 9
190, 11, 221, 9
200, 11, 247, 9
240, 11, 365, 9
280, 12, 497, 8
320, 12, 610, 8
360, 13, 718, 7
400, 14, 821, 6
440, 14, 938, 6
480, 14, 1046, 6
