threshold, tp, fp, fn
10, 4, 1, 21
20, 7, 1, 18
30, 7, 3, 18
40, 7, 3, 18
50, 7, 3, 18
60, 8, 3, 17
70, 8, 3, 17
80, 8, 3, 17
90, 8, 3, 17
100, 8, 3, 17
110, 9, 3, 16
120, 9, 3, 16
130, 9, 34, 16
140, 9, 86, 16
150, 9, 151, 16
160, 11, 215, 14
170, 12, 277, 13
180, 12, 343, 13
190, 13, 404, 12
200, 13, 470, 12
240, 14, 656, 11
280, 14, 912, 11
320, 15, 1125, 10
360, 15, 1355, 10
400, 15, 1635, 10
440, 15, 1904, 10
480, 15, 2199, 10
