threshold, tp, fp, fn
10, 3, 1, 35
20, 9, 1, 29
30, 9, 1, 29
40, 10, 2, 28
50, 10, 2, 28
60, 10, 2, 28
70, 10, 2, 28
80, 12, 2, 26
90, 12, 3, 26
100, 12, 4, 26
110, 12, 4, 26
120, 12, 18, 26
130, 12, 112, 26
140, 12, 202, 26
150, 12, 282, 26
160, 12, 369, 26
170, 12, 454, 26
180, 13, 529, 25
190, 13, 609, 25
200, 13, 665, 25
240, 16, 940, 22
280, 17, 1222, 21
320, 17, 1517, 21
360, 17, 1883, 21
400, 17, 2227, 21
440, 17, 2590, 21
480, 18, 3010, 20
